timestamp,datetime,date,price_usd,volume_usd,market_cap_usd,source,price_change_pct,volume_change_pct,proposal_id,dao,proposal_title,proposal_start,proposal_end,activist_score,detection_methods,days_from_proposal
1746489600000,2025-05-05 20:00:00,2025-05-05,0.19530980460527386,15418611.77593512,270841421.2758533,coingecko,1.142253965834028,-4.0862026381365375,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-28
1746576000000,2025-05-06 20:00:00,2025-05-06,0.1886892940677081,19204794.84475011,261737888.21928695,coingecko,-3.3897481751855696,24.555927108329833,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-27
1746662400000,2025-05-07 20:00:00,2025-05-07,0.18983942993972033,14425728.060020471,263221924.93174455,coingecko,0.6095395489685407,-24.88475832917352,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-26
1746748800000,2025-05-08 20:00:00,2025-05-08,0.218973982101339,34998635.73571137,303537842.5853067,coingecko,15.346944610437241,142.6126126188858,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-25
1746835200000,2025-05-09 20:00:00,2025-05-09,0.22795294739819172,49259136.87968355,316168133.92490053,coingecko,4.100471302886266,40.74587721549747,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-24
1746921600000,2025-05-10 20:00:00,2025-05-10,0.2440623655953965,32889789.41245887,337656019.0607834,coingecko,7.066992719802223,-33.23108869570156,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-23
1747008000000,2025-05-11 20:00:00,2025-05-11,0.2340676161603316,27478459.866065603,324626713.67361224,coingecko,-4.0951620749403395,-16.452916370280622,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-22
1747094400000,2025-05-12 20:00:00,2025-05-12,0.2349544640891506,34801344.12728573,325875180.1272637,coingecko,0.37888535943884083,26.64954403162707,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-21
1747180800000,2025-05-13 20:00:00,2025-05-13,0.24765371743340145,30381975.408903886,343262784.31081724,coingecko,5.404984916324995,-12.698844913052854,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-20
1747267200000,2025-05-14 20:00:00,2025-05-14,0.23622725896190994,31297692.588328145,327564154.2343615,coingecko,-4.613885303201348,3.0140146159024717,0xd0707ca9ba2094415d261cb40ccf06ed92bd4940ec5a83b3ab2239e38f05735f,1inch.eth,[1IP-78] Protocol Upgrades; Order Settlement in LOP; Incentives in Protocols,2025-06-02 10:47:31,2025-06-12 10:47:31,0.25,"['sentiment_analysis', 'structural_analysis']",-19
